"BuildingID",latitude,longitude
1539730,6.17598973,100.52623265
2705334,5.39012742,100.56681976
538361,7.06015517,100.51789206
4311890,5.32434782,100.30375775
1283963,7.00493133,100.47517522
4811022,6.88134829,99.7925025
5878260,5.39207144,100.40271928
3125739,10.41292775,99.10664415
3131576,9.16118739,99.34081164
5280519,7.33031055,100.07966308
2569826,10.41312589,99.20304924
4737065,9.89178236,98.63054811
5268200,10.47924791,99.19334498
2428244,4.99392447,100.46486754
2517690,7.03194372,100.39904301
5448098,6.78408897,100.43429564
2271468,5.96030964,100.57923031
312206,8.23239772,99.4013727
5669682,5.67428603,100.46059808
4535970,6.75933081,100.02296294
2640272,8.53642208,99.88344315
2150802,7.21268516,100.53119249
3609888,8.83480115,98.8399051
381559,6.98499522,100.41635871
4394505,8.32545812,98.4029734
5916688,7.48978096,99.33036839
1655794,5.69902869,100.5319089
2761338,6.27458673,100.40961642
3516888,5.53935382,100.4418917
167477,8.31489168,98.27075891
4154890,6.38239159,100.15297246
4672232,6.15718139,100.42258896
3917292,8.50882515,99.95385396
762393,5.63360653,100.55783225
4681441,6.48810054,100.34165137
4119591,5.62023284,100.46596835
2445267,8.05007385,98.93382116
4355709,8.23839958,98.28893649
5448093,10.11103042,98.73214161
2710685,7.5199998,100.42749825
5342078,8.09081242,99.39228056
4254603,5.52147111,100.47765191
3308269,9.71942945,99.98456103
5761095,8.42268447,99.87473508
4106546,5.44637142,100.42210564
5236598,6.15372523,100.46689567
1131857,7.04992187,100.47604234
5271266,9.11764552,98.25177483
1172745,6.76990829,100.10841368
3039757,6.9877966,100.45375353
2362682,9.17196908,99.34602944
6129998,8.844319,98.35444427
4105235,5.48391885,100.45542902
3965853,7.72883662,100.0522034
4948244,6.11236552,100.35300426
1239041,8.03900303,99.24602204
2538673,9.16228225,99.14900182
4071214,8.3297193,99.53366118
1050072,9.17486601,99.390466
4664029,8.40406104,98.8110705
1816283,8.87072543,99.36682068
5407361,8.59834993,98.38221546
3030222,8.97605978,99.17253397
113040,6.11171822,100.37627943
4138724,6.34502796,100.24888937
625040,7.23177154,100.17708577
1205238,9.5835422,99.97238662
1409393,8.38158465,99.44406622
4157899,8.60703959,99.9468056
4596514,6.43565691,100.16007835
5610767,6.84818192,100.07246409
1853160,5.410925,100.3212821
3828769,7.99407004,98.38026276
397824,6.21651102,100.39812167
1762652,10.41260515,99.17634385
2965190,8.87139897,99.43242715
4622191,8.16068491,100.06136539
5341798,6.52698838,100.42186212
1931708,10.27148988,99.20120749
817322,8.97161641,99.28289053
2973208,6.17472963,100.3214427
2677212,7.06947456,100.51895721
3337914,9.94231954,98.63710624
3209421,5.34369207,100.47049004
2927994,9.13017586,99.38635004
1610049,5.34740357,100.29462678
3282211,7.73731983,99.96887199
326659,8.06960019,98.77984117
613174,5.96744515,100.5760037
711838,7.96272775,98.2861167
4463471,9.55930252,99.99763104
5285847,6.33492474,100.19298624
693657,7.09164093,100.50802287
5729280,5.66332199,100.36645255
5138662,6.23320907,100.29339353
5896262,6.25974915,100.35489098
4949569,6.13323163,100.34480096
748367,5.55964317,100.50171333
3411513,7.55135829,99.60453791
4069507,5.55282682,100.38744262
1230057,5.69400623,100.53225515
2575498,7.67097327,99.31611368
3124345,5.85751724,100.4292349
547270,8.9769859,99.33289421
450303,5.51548405,100.47714596
3783053,6.15245306,100.47022986
4316160,5.72011056,100.48668457
3795048,5.86623715,100.49299065
4124427,5.67724173,100.49794255
1651393,10.44313361,99.24483696
2643194,7.11925639,100.52667487
2911845,6.3993286,100.320406
295633,8.84279156,98.38398762
3358992,8.23943933,98.89609616
3395749,8.57816886,98.66265228
3681086,7.78963687,99.20486949
1460562,7.4082563,99.68757773
4740095,8.09963371,98.80199567
3964327,7.84266472,100.25135428
3663111,6.99797375,100.49135273
2417229,7.99014301,99.0181008
2390135,8.91065922,99.29900014
5008013,8.42354306,99.53783808
516172,8.14817434,98.29845096
5610839,7.03221041,100.15660317
4309165,6.31139829,100.24606271
644947,7.16119964,100.33762589
4325070,8.3960482,99.22697119
146220,6.16136996,100.41895332
3354564,5.42449693,100.46504313
1312058,5.23667223,100.54187666
4155205,7.34385408,99.75132365
4529980,7.60414976,100.10944588
776204,7.13282539,100.30123395
4471543,7.22264998,100.56307401
1400765,9.08719576,99.35969224
5742028,9.09992074,99.37094642
5849928,8.83857483,98.35886122
2020592,7.20032146,100.55055784
1993226,7.68700685,99.94926436
876458,5.3500286,100.30537572
1096160,7.98564363,100.30562161
3719936,7.90192871,98.32445586
4137621,10.25586384,99.18331678
99171,6.91594235,100.3864025
3471903,5.37222269,100.55351274
3255386,4.98117089,100.5966991
940679,6.97571799,100.45002464
2660975,7.00332988,100.48901328
4141994,5.51676871,100.42690633
5586995,6.02085114,100.36927363
2481207,8.00013602,98.31264452
4615282,9.74461604,99.03729361
