Unnamed: 0,id,left,top,right,bottom,row_index,col_index,API,Temp,Humidity,Precip,Wind,Vegetation,Traffic,Building,Altitude,Population,Year
791,1350,103.13350532117,4.861694625,103.272069385775,4.741694625,15,29,0.04416212572488634,0.7498732352763648,0.6829474073878687,0.4615868665655133,0.6225800418398593,0.42253727134841035,0.05927235167501246,0.03114571746384872,0.025010123239145646,0.009030776377927196,2018
24,97,100.327583012908,6.241694625,100.466147077514,6.121694625,4,2,0.04442871285616212,0.7861813348899227,0.6269024918276267,0.6253191567213743,0.47958329735475613,0.0012763965212173707,0.22403319551627618,0.5077864293659622,0.0034414340573164794,0.1380943914776235,2019
35,140,100.431506061362,6.541694625,100.570070125968,6.421694625,1,3,0.04577013311548547,0.7551875431029216,0.6101360825765727,0.684033324886539,0.43450428679094477,0.06989412413135253,0.27517607509575526,0.03281423804226919,0.07742591326721675,0.02600672283190482,2019
761,1306,103.029582272716,4.681694625,103.168146337321,4.561694625,17,28,0.046113035920981316,0.732238143163959,0.7431752665148088,0.4704873683769035,0.5239372158003335,0.5036706921169388,0.0608702536993014,0.0,0.10352625960196116,0.0002627595769478515,2018
820,1395,103.237428369624,5.041694625,103.375992434229,4.921694625,14,30,0.04668683634606818,0.7494433254621433,0.6879275273047506,0.4633388813688796,0.7032901036964669,0.33629213848323014,0.15110778563978647,0.02502780867630701,0.011762222469913092,0.0054350921211779694,2018
554,1020,102.406043981991,5.881694625,102.544608046596,5.761694625,7,22,0.0469229616327393,0.7642980901650398,0.504647255640899,0.5984358134596047,0.8126066841465812,0.10875007014223374,0.20299635884773848,0.13515016685205783,0.003834417135420708,0.03691273218576799,2017
500,942,102.198197885083,4.201694625,102.336761949688,4.081694625,21,20,0.04717813986887989,0.4226775948475068,0.8757058354547648,0.7443238535326445,0.15738627266704577,0.9496252954315704,0.030128956619468038,0.0033370411568409346,0.07233168730265939,0.0011301964224136691,2018
600,1079,102.509967030445,4.261694625,102.648531095051,4.141694625,20,23,0.04724275322561805,0.6828407007779334,0.8790397411625992,0.6409699596483097,0.1887301161683854,0.8394112857793593,0.011519105299598018,0.0,0.20536461419091132,0.00016058773124027185,2018
807,1366,103.13350532117,2.941694625,103.272069385775,2.821694625,31,29,0.04743166791212674,0.7590386715579359,0.8600199619490122,0.7735572529695366,0.7999565543350937,0.43068245139543204,0.06810771758965994,0.006117908787541713,0.015146799604075726,0.0020141118051024043,2017
837,1412,103.237428369624,3.001694625,103.375992434229,2.881694625,31,30,0.04790732043644368,0.7622053648979932,0.8846163077582203,0.719638180201786,0.8579051795671134,0.4513434485438693,0.07171542469157835,0.00389321468298109,0.016314246098376662,0.0015846735017657559,2017
762,1307,103.029582272716,4.561694625,103.168146337321,4.441694625,18,28,0.0485394444256134,0.7299938981663784,0.7802235817973682,0.4757669463678494,0.4897105768844581,0.5061284823817184,0.05900754088267227,0.0,0.16233701428794317,0.00016429122232253734,2018
866,1457,103.341351418078,3.061694625,103.479915482684,2.941694625,30,31,0.04945885224788124,0.7626622695995527,0.903881053209781,0.6711017779943705,0.9479256268894743,0.47801884010819023,0.06397483824370728,0.006117908787541713,0.008568196001153605,0.0019124065076062248,2017
809,1368,103.13350532117,2.701694625,103.272069385775,2.581694625,33,29,0.050230214775135645,0.7553440997866072,0.8304895777129856,0.8630675422440633,0.7811989097877499,0.41591269360973665,0.09333672063253785,0.0,0.2774904181538874,0.000389972433352192,2017
535,987,102.302120933537,4.261694625,102.440684998142,4.141694625,20,21,0.0511842801688658,0.4846614978572406,0.8984531314724631,0.7005036094237589,0.18033823506482188,0.9576730300668063,0.01755024107404559,0.002224694104560623,0.09791555756646633,0.0010462384617949219,2018
763,1308,103.029582272716,4.441694625,103.168146337321,4.321694625,19,28,0.05140734871880387,0.7259983089687979,0.8006501085675576,0.47051488044040324,0.5005468603859425,0.47235395722205226,0.058163843232265575,0.0,0.20113062159685444,0.0002693501274172702,2018
825,1400,103.237428369624,4.441694625,103.375992434229,4.321694625,19,30,0.05300464920995355,0.6989541007147102,0.81028784812199,0.43983932035528905,0.5983021761026195,0.37211128102755114,0.10649635096754609,0.013348164627363738,0.02745696315185856,0.004778047074196812,2018
790,1349,103.13350532117,4.981694625,103.272069385775,4.861694625,14,29,0.0533208124662996,0.7647966931006651,0.6564660122381447,0.4644828738226778,0.6537629747408804,0.3790989806374637,0.08081354607429189,0.011123470522803115,0.01767896122651655,0.003943152761443237,2018
