id,left,top,right,bottom,row_index,col_index,id_2,left_2,top_2,right_2,bottom_2,row_index_2,col_index_2,Vegetation_19
198,100.535429109816505,5.161694625000000,100.673993174422037,5.041694625000000,13,4,"385",100.656556916,5.108642625,100.746026916,5.019028625,"18","6",94819.6192100797
199,100.535429109816505,5.041694625000000,100.673993174422037,4.921694625000000,14,4,"325",100.567086916,5.019028625,100.656556916,4.929414625,"19","5",62711.1313806311
199,100.535429109816505,5.041694625000000,100.673993174422037,4.921694625000000,14,4,"326",100.567086916,4.929414625,100.656556916,4.839800625,"20","5",63790.6908196076
200,100.535429109816505,4.921694625000000,100.673993174422037,4.801694625000000,15,4,"327",100.567086916,4.839800625,100.656556916,4.750186625,"21","5",64231.1199461624
200,100.535429109816505,4.921694625000000,100.673993174422037,4.801694625000000,15,4,"388",100.656556916,4.839800625,100.746026916,4.750186625,"21","6",79262.3852399545
201,100.535429109816505,4.801694625000000,100.673993174422037,4.681694625000000,16,4,"389",100.656556916,4.750186625,100.746026916,4.660572625,"22","6",75865.113050958
202,100.535429109816505,4.681694625000000,100.673993174422037,4.561694625000000,17,4,,,,,,,,
203,100.535429109816505,4.561694625000000,100.673993174422037,4.441694625000000,18,4,"392",100.656556916,4.481344625,100.746026916,4.391730625,"25","6",64088.9019574233
204,100.535429109816505,4.441694625000000,100.673993174422037,4.321694624999999,19,4,"393",100.656556916,4.391730625,100.746026916,4.302116625,"26","6",69309.0282572818
205,100.535429109816505,4.321694624999999,100.673993174422037,4.201694625000000,20,4,,,,,,,,
206,100.535429109816505,4.201694625000000,100.673993174422037,4.081694625000000,21,4,,,,,,,,
208,100.535429109816505,3.961694625000000,100.673993174422037,3.841694625000000,23,4,,,,,,,,
232,100.639352158270654,6.541694625000000,100.777916222876172,6.421694625000000,1,5,"370",100.656556916,6.452852625,100.746026916,6.363238625,"3","6",89667.1462486971
232,100.639352158270654,6.541694625000000,100.777916222876172,6.421694625000000,1,5,"431",100.746026916,6.452852625,100.835496916,6.363238625,"3","7",106601.313179017
233,100.639352158270654,6.421694625000000,100.777916222876172,6.301694625000000,2,5,"371",100.656556916,6.363238625,100.746026916,6.273624625,"4","6",92729.222568537
233,100.639352158270654,6.421694625000000,100.777916222876172,6.301694625000000,2,5,"432",100.746026916,6.363238625,100.835496916,6.273624625,"4","7",108277.350449897
234,100.639352158270654,6.301694625000000,100.777916222876172,6.181694625000000,3,5,"433",100.746026916,6.273624625,100.835496916,6.184010625,"5","7",106916.202274141
235,100.639352158270654,6.181694625000000,100.777916222876172,6.061694625000000,4,5,"374",100.656556916,6.094396625,100.746026916,6.004782625,"7","6",78725.6633147287
235,100.639352158270654,6.181694625000000,100.777916222876172,6.061694625000000,4,5,"435",100.746026916,6.094396625,100.835496916,6.004782625,"7","7",106816.092810408
236,100.639352158270654,6.061694625000000,100.777916222876172,5.941694625000000,5,5,"375",100.656556916,6.004782625,100.746026916,5.915168625,"8","6",86502.3186908981
236,100.639352158270654,6.061694625000000,100.777916222876172,5.941694625000000,5,5,"436",100.746026916,6.004782625,100.835496916,5.915168625,"8","7",114771.053494782
237,100.639352158270654,5.941694625000000,100.777916222876172,5.821694625000000,6,5,"437",100.746026916,5.915168625,100.835496916,5.825554625,"9","7",129171.266672632
238,100.639352158270654,5.821694625000000,100.777916222876172,5.701694625000000,7,5,"378",100.656556916,5.735940625,100.746026916,5.646326625,"11","6",96969.2406631011
238,100.639352158270654,5.821694625000000,100.777916222876172,5.701694625000000,7,5,"439",100.746026916,5.735940625,100.835496916,5.646326625,"11","7",122868.809023676
239,100.639352158270654,5.701694625000000,100.777916222876172,5.581694625000000,8,5,"379",100.656556916,5.646326625,100.746026916,5.556712625,"12","6",102714.481689787
239,100.639352158270654,5.701694625000000,100.777916222876172,5.581694625000000,8,5,"440",100.746026916,5.646326625,100.835496916,5.556712625,"12","7",141152.188993883
240,100.639352158270654,5.581694625000000,100.777916222876172,5.461694625000000,9,5,"441",100.746026916,5.556712625,100.835496916,5.467098625,"13","7",162707.297741791
240,100.639352158270654,5.581694625000000,100.777916222876172,5.461694625000000,9,5,"442",100.746026916,5.467098625,100.835496916,5.377484625,"14","7",172962.876184269
241,100.639352158270654,5.461694625000000,100.777916222876172,5.341694625000000,10,5,"382",100.656556916,5.377484625,100.746026916,5.287870625,"15","6",109953.722311134
241,100.639352158270654,5.461694625000000,100.777916222876172,5.341694625000000,10,5,"443",100.746026916,5.377484625,100.835496916,5.287870625,"15","7",171676.393863764
242,100.639352158270654,5.341694625000000,100.777916222876172,5.221694625000000,11,5,"383",100.656556916,5.287870625,100.746026916,5.198256625,"16","6",103764.377180651
242,100.639352158270654,5.341694625000000,100.777916222876172,5.221694625000000,11,5,"444",100.746026916,5.287870625,100.835496916,5.198256625,"16","7",164241.964676896
243,100.639352158270654,5.221694625000000,100.777916222876172,5.101694625000000,12,5,"445",100.746026916,5.198256625,100.835496916,5.108642625,"17","7",154042.324317999
243,100.639352158270654,5.221694625000000,100.777916222876172,5.101694625000000,12,5,"446",100.746026916,5.108642625,100.835496916,5.019028625,"18","7",142552.141067704
244,100.639352158270654,5.101694625000000,100.777916222876172,4.981694625000000,13,5,"386",100.656556916,5.019028625,100.746026916,4.929414625,"19","6",89902.7317575481
244,100.639352158270654,5.101694625000000,100.777916222876172,4.981694625000000,13,5,"447",100.746026916,5.019028625,100.835496916,4.929414625,"19","7",128455.361081771
245,100.639352158270654,4.981694625000000,100.777916222876172,4.861694625000000,14,5,"387",100.656556916,4.929414625,100.746026916,4.839800625,"20","6",82809.3400685702
245,100.639352158270654,4.981694625000000,100.777916222876172,4.861694625000000,14,5,"448",100.746026916,4.929414625,100.835496916,4.839800625,"20","7",109313.450532274
246,100.639352158270654,4.861694625000000,100.777916222876172,4.741694625000000,15,5,"449",100.746026916,4.839800625,100.835496916,4.750186625,"21","7",104207.378482518
246,100.639352158270654,4.861694625000000,100.777916222876172,4.741694625000000,15,5,"450",100.746026916,4.750186625,100.835496916,4.660572625,"22","7",94072.1122133987
247,100.639352158270654,4.741694625000000,100.777916222876172,4.621694625000000,16,5,"390",100.656556916,4.660572625,100.746026916,4.570958625,"23","6",71164.8307937022
247,100.639352158270654,4.741694625000000,100.777916222876172,4.621694625000000,16,5,"451",100.746026916,4.660572625,100.835496916,4.570958625,"23","7",81650.5718126185
248,100.639352158270654,4.621694625000000,100.777916222876172,4.501694625000000,17,5,"391",100.656556916,4.570958625,100.746026916,4.481344625,"24","6",66810.22434337
248,100.639352158270654,4.621694625000000,100.777916222876172,4.501694625000000,17,5,"452",100.746026916,4.570958625,100.835496916,4.481344625,"24","7",71252.1671527268
249,100.639352158270654,4.501694625000000,100.777916222876172,4.381694625000000,18,5,"453",100.746026916,4.481344625,100.835496916,4.391730625,"25","7",65160.6774032514
249,100.639352158270654,4.501694625000000,100.777916222876172,4.381694625000000,18,5,"454",100.746026916,4.391730625,100.835496916,4.302116625,"26","7",67907.6037968141
250,100.639352158270654,4.381694625000000,100.777916222876172,4.261694625000000,19,5,"394",100.656556916,4.302116625,100.746026916,4.212502625,"27","6",82238.5198535051
250,100.639352158270654,4.381694625000000,100.777916222876172,4.261694625000000,19,5,"455",100.746026916,4.302116625,100.835496916,4.212502625,"27","7",78135.337734895
251,100.639352158270654,4.261694625000000,100.777916222876172,4.141694625000001,20,5,"395",100.656556916,4.212502625,100.746026916,4.122888625,"28","6",97236.7892622181
251,100.639352158270654,4.261694625000000,100.777916222876172,4.141694625000001,20,5,"456",100.746026916,4.212502625,100.835496916,4.122888625,"28","7",93228.2637617267
252,100.639352158270654,4.141694625000001,100.777916222876172,4.021694625000001,21,5,"457",100.746026916,4.122888625,100.835496916,4.033274625,"29","7",104566.210165228
252,100.639352158270654,4.141694625000001,100.777916222876172,4.021694625000001,21,5,"458",100.746026916,4.033274625,100.835496916,3.943660625,"30","7",110964.879812209
253,100.639352158270654,4.021694625000001,100.777916222876172,3.901694625000000,22,5,"459",100.746026916,3.943660625,100.835496916,3.854046625,"31","7",113278.048819496
254,100.639352158270654,3.901694625000000,100.777916222876172,3.781694625000000,23,5,,,,,,,,
279,100.743275206724789,6.481694625000000,100.881839271330307,6.361694625000000,2,6,"493",100.835496916,6.363238625,100.924966916,6.273624625,"4","8",122217.641161221
280,100.743275206724789,6.361694625000000,100.881839271330307,6.241694625000000,3,6,"494",100.835496916,6.273624625,100.924966916,6.184010625,"5","8",123685.016201424
281,100.743275206724789,6.241694625000000,100.881839271330307,6.121694625000000,4,6,"434",100.746026916,6.184010625,100.835496916,6.094396625,"6","7",105002.183004786
281,100.743275206724789,6.241694625000000,100.881839271330307,6.121694625000000,4,6,"495",100.835496916,6.184010625,100.924966916,6.094396625,"6","8",125516.290046137
282,100.743275206724789,6.121694625000000,100.881839271330307,6.001694625000000,5,6,"496",100.835496916,6.094396625,100.924966916,6.004782625,"7","8",128508.216124077
282,100.743275206724789,6.121694625000000,100.881839271330307,6.001694625000000,5,6,"497",100.835496916,6.004782625,100.924966916,5.915168625,"8","8",134006.657413563
283,100.743275206724789,6.001694625000000,100.881839271330307,5.881694625000000,6,6,"498",100.835496916,5.915168625,100.924966916,5.825554625,"9","8",137857.244732771
284,100.743275206724789,5.881694625000000,100.881839271330307,5.761694625000000,7,6,"438",100.746026916,5.825554625,100.835496916,5.735940625,"10","7",123749.700485869
284,100.743275206724789,5.881694625000000,100.881839271330307,5.761694625000000,7,6,"499",100.835496916,5.825554625,100.924966916,5.735940625,"10","8",131768.313998803
285,100.743275206724789,5.761694625000000,100.881839271330307,5.641694625000000,8,6,"500",100.835496916,5.735940625,100.924966916,5.646326625,"11","8",136353.440365401
285,100.743275206724789,5.761694625000000,100.881839271330307,5.641694625000000,8,6,"501",100.835496916,5.646326625,100.924966916,5.556712625,"12","8",179196.87395621
286,100.743275206724789,5.641694625000000,100.881839271330307,5.521694625000000,9,6,"502",100.835496916,5.556712625,100.924966916,5.467098625,"13","8",220570.823932415
287,100.743275206724789,5.521694625000000,100.881839271330307,5.401694625000000,10,6,"503",100.835496916,5.467098625,100.924966916,5.377484625,"14","8",240787.5195829
288,100.743275206724789,5.401694625000000,100.881839271330307,5.281694625000000,11,6,"504",100.835496916,5.377484625,100.924966916,5.287870625,"15","8",242664.924894176
288,100.743275206724789,5.401694625000000,100.881839271330307,5.281694625000000,11,6,"505",100.835496916,5.287870625,100.924966916,5.198256625,"16","8",232495.484855616
289,100.743275206724789,5.281694625000000,100.881839271330307,5.161694625000000,12,6,"506",100.835496916,5.198256625,100.924966916,5.108642625,"17","8",216579.862450597
290,100.743275206724789,5.161694625000000,100.881839271330307,5.041694625000000,13,6,"507",100.835496916,5.108642625,100.924966916,5.019028625,"18","8",199013.185608839
291,100.743275206724789,5.041694625000000,100.881839271330307,4.921694625000000,14,6,"508",100.835496916,5.019028625,100.924966916,4.929414625,"19","8",180681.192297992
291,100.743275206724789,5.041694625000000,100.881839271330307,4.921694625000000,14,6,"509",100.835496916,4.929414625,100.924966916,4.839800625,"20","8",162181.539324996
292,100.743275206724789,4.921694625000000,100.881839271330307,4.801694625000000,15,6,"510",100.835496916,4.839800625,100.924966916,4.750186625,"21","8",145092.317251902
293,100.743275206724789,4.801694625000000,100.881839271330307,4.681694625000000,16,6,"511",100.835496916,4.750186625,100.924966916,4.660572625,"22","8",121777.812445349
294,100.743275206724789,4.681694625000000,100.881839271330307,4.561694625000000,17,6,"512",100.835496916,4.660572625,100.924966916,4.570958625,"23","8",98082.8579879504
294,100.743275206724789,4.681694625000000,100.881839271330307,4.561694625000000,17,6,"513",100.835496916,4.570958625,100.924966916,4.481344625,"24","8",80117.7851700624
295,100.743275206724789,4.561694625000000,100.881839271330307,4.441694625000000,18,6,"514",100.835496916,4.481344625,100.924966916,4.391730625,"25","8",69646.9581835549
296,100.743275206724789,4.441694625000000,100.881839271330307,4.321694624999999,19,6,"515",100.835496916,4.391730625,100.924966916,4.302116625,"26","8",67823.9802064807
297,100.743275206724789,4.321694624999999,100.881839271330307,4.201694625000000,20,6,"516",100.835496916,4.302116625,100.924966916,4.212502625,"27","8",75726.577624462
297,100.743275206724789,4.321694624999999,100.881839271330307,4.201694625000000,20,6,"517",100.835496916,4.212502625,100.924966916,4.122888625,"28","8",90273.3133924067
298,100.743275206724789,4.201694625000000,100.881839271330307,4.081694625000000,21,6,"518",100.835496916,4.122888625,100.924966916,4.033274625,"29","8",101035.545910109
299,100.743275206724789,4.081694625000000,100.881839271330307,3.961694625000000,22,6,"519",100.835496916,4.033274625,100.924966916,3.943660625,"30","8",104526.712232376
300,100.743275206724789,3.961694625000000,100.881839271330307,3.841694625000000,23,6,"520",100.835496916,3.943660625,100.924966916,3.854046625,"31","8",103247.285212154
300,100.743275206724789,3.961694625000000,100.881839271330307,3.841694625000000,23,6,"521",100.835496916,3.854046625,100.924966916,3.764432625,"32","8",102180.209026413
301,100.743275206724789,3.841694625000000,100.881839271330307,3.721694625000000,24,6,,,,,,,,
325,100.847198255178924,6.421694625000000,100.985762319784442,6.301694625000000,2,7,,,,,,,,
326,100.847198255178924,6.301694625000000,100.985762319784442,6.181694625000000,3,7,"555",100.924966916,6.273624625,101.014436916,6.184010625,"5","9",138067.681050509
326,100.847198255178924,6.301694625000000,100.985762319784442,6.181694625000000,3,7,"556",100.924966916,6.184010625,101.014436916,6.094396625,"6","9",142762.67076817
327,100.847198255178924,6.181694625000000,100.985762319784442,6.061694625000000,4,7,"557",100.924966916,6.094396625,101.014436916,6.004782625,"7","9",147787.395246059
328,100.847198255178924,6.061694625000000,100.985762319784442,5.941694625000000,5,7,"558",100.924966916,6.004782625,101.014436916,5.915168625,"8","9",153496.08013608
329,100.847198255178924,5.941694625000000,100.985762319784442,5.821694625000000,6,7,"559",100.924966916,5.915168625,101.014436916,5.825554625,"9","9",156606.547557906
329,100.847198255178924,5.941694625000000,100.985762319784442,5.821694625000000,6,7,"560",100.924966916,5.825554625,101.014436916,5.735940625,"10","9",152723.992166548
330,100.847198255178924,5.821694625000000,100.985762319784442,5.701694625000000,7,7,"561",100.924966916,5.735940625,101.014436916,5.646326625,"11","9",153659.632577071
331,100.847198255178924,5.701694625000000,100.985762319784442,5.581694625000000,8,7,"562",100.924966916,5.646326625,101.014436916,5.556712625,"12","9",234314.323638302
332,100.847198255178924,5.581694625000000,100.985762319784442,5.461694625000000,9,7,"563",100.924966916,5.556712625,101.014436916,5.467098625,"13","9",296257.050129671
332,100.847198255178924,5.581694625000000,100.985762319784442,5.461694625000000,9,7,"564",100.924966916,5.467098625,101.014436916,5.377484625,"14","9",324717.761318204
333,100.847198255178924,5.461694625000000,100.985762319784442,5.341694625000000,10,7,"565",100.924966916,5.377484625,101.014436916,5.287870625,"15","9",323689.995722882
334,100.847198255178924,5.341694625000000,100.985762319784442,5.221694625000000,11,7,"566",100.924966916,5.287870625,101.014436916,5.198256625,"16","9",305553.982576086
335,100.847198255178924,5.221694625000000,100.985762319784442,5.101694625000000,12,7,"567",100.924966916,5.198256625,101.014436916,5.108642625,"17","9",281258.375413213
335,100.847198255178924,5.221694625000000,100.985762319784442,5.101694625000000,12,7,"568",100.924966916,5.108642625,101.014436916,5.019028625,"18","9",256755.387401136
