id,left,top,right,bottom,row_index,col_index
"293",100.743275206725,4.801694625,100.88183927133,4.681694625,"16","6"
"294",100.743275206725,4.681694625,100.88183927133,4.561694625,"17","6"
"295",100.743275206725,4.561694625,100.88183927133,4.441694625,"18","6"
"296",100.743275206725,4.441694625,100.88183927133,4.321694625,"19","6"
"297",100.743275206725,4.321694625,100.88183927133,4.201694625,"20","6"
"298",100.743275206725,4.201694625,100.88183927133,4.081694625,"21","6"
"299",100.743275206725,4.081694625,100.88183927133,3.961694625,"22","6"
"300",100.743275206725,3.961694625,100.88183927133,3.841694625,"23","6"
"301",100.743275206725,3.841694625,100.88183927133,3.721694625,"24","6"
"325",100.847198255179,6.421694625,100.985762319784,6.301694625,"2","7"
"326",100.847198255179,6.301694625,100.985762319784,6.181694625,"3","7"
"327",100.847198255179,6.181694625,100.985762319784,6.061694625,"4","7"
"328",100.847198255179,6.061694625,100.985762319784,5.941694625,"5","7"
"329",100.847198255179,5.941694625,100.985762319784,5.821694625,"6","7"
"330",100.847198255179,5.821694625,100.985762319784,5.701694625,"7","7"
"331",100.847198255179,5.701694625,100.985762319784,5.581694625,"8","7"
"332",100.847198255179,5.581694625,100.985762319784,5.461694625,"9","7"
"333",100.847198255179,5.461694625,100.985762319784,5.341694625,"10","7"
"334",100.847198255179,5.341694625,100.985762319784,5.221694625,"11","7"
"335",100.847198255179,5.221694625,100.985762319784,5.101694625,"12","7"
"336",100.847198255179,5.101694625,100.985762319784,4.981694625,"13","7"
"337",100.847198255179,4.981694625,100.985762319784,4.861694625,"14","7"
"338",100.847198255179,4.861694625,100.985762319784,4.741694625,"15","7"
"339",100.847198255179,4.741694625,100.985762319784,4.621694625,"16","7"
"340",100.847198255179,4.621694625,100.985762319784,4.501694625,"17","7"
"341",100.847198255179,4.501694625,100.985762319784,4.381694625,"18","7"
"342",100.847198255179,4.381694625,100.985762319784,4.261694625,"19","7"
"343",100.847198255179,4.261694625,100.985762319784,4.141694625,"20","7"
"344",100.847198255179,4.141694625,100.985762319784,4.021694625,"21","7"
"345",100.847198255179,4.021694625,100.985762319784,3.901694625,"22","7"
"346",100.847198255179,3.901694625,100.985762319784,3.781694625,"23","7"
"347",100.847198255179,3.781694625,100.985762319784,3.661694625,"24","7"
"348",100.847198255179,3.661694625,100.985762319784,3.541694625,"25","7"
"372",100.951121303633,6.361694625,101.089685368239,6.241694625,"3","8"
"373",100.951121303633,6.241694625,101.089685368239,6.121694625,"4","8"
"374",100.951121303633,6.121694625,101.089685368239,6.001694625,"5","8"
"375",100.951121303633,6.001694625,101.089685368239,5.881694625,"6","8"
"376",100.951121303633,5.881694625,101.089685368239,5.761694625,"7","8"
"377",100.951121303633,5.761694625,101.089685368239,5.641694625,"8","8"
"378",100.951121303633,5.641694625,101.089685368239,5.521694625,"9","8"
"379",100.951121303633,5.521694625,101.089685368239,5.401694625,"10","8"
"380",100.951121303633,5.401694625,101.089685368239,5.281694625,"11","8"
"381",100.951121303633,5.281694625,101.089685368239,5.161694625,"12","8"
"382",100.951121303633,5.161694625,101.089685368239,5.041694625,"13","8"
"383",100.951121303633,5.041694625,101.089685368239,4.921694625,"14","8"
"384",100.951121303633,4.921694625,101.089685368239,4.801694625,"15","8"
"385",100.951121303633,4.801694625,101.089685368239,4.681694625,"16","8"
"386",100.951121303633,4.681694625,101.089685368239,4.561694625,"17","8"
"387",100.951121303633,4.561694625,101.089685368239,4.441694625,"18","8"
"388",100.951121303633,4.441694625,101.089685368239,4.321694625,"19","8"
"389",100.951121303633,4.321694625,101.089685368239,4.201694625,"20","8"
"390",100.951121303633,4.201694625,101.089685368239,4.081694625,"21","8"
"391",100.951121303633,4.081694625,101.089685368239,3.961694625,"22","8"
"392",100.951121303633,3.961694625,101.089685368239,3.841694625,"23","8"
"393",100.951121303633,3.841694625,101.089685368239,3.721694625,"24","8"
"394",100.951121303633,3.721694625,101.089685368239,3.601694625,"25","8"
"395",100.951121303633,3.601694625,101.089685368239,3.481694625,"26","8"
"418",101.055044352087,6.301694625,101.193608416693,6.181694625,"3","9"
"419",101.055044352087,6.181694625,101.193608416693,6.061694625,"4","9"
"420",101.055044352087,6.061694625,101.193608416693,5.941694625,"5","9"
"423",101.055044352087,5.701694625,101.193608416693,5.581694625,"8","9"
"424",101.055044352087,5.581694625,101.193608416693,5.461694625,"9","9"
"425",101.055044352087,5.461694625,101.193608416693,5.341694625,"10","9"
"426",101.055044352087,5.341694625,101.193608416693,5.221694625,"11","9"
"427",101.055044352087,5.221694625,101.193608416693,5.101694625,"12","9"
"428",101.055044352087,5.101694625,101.193608416693,4.981694625,"13","9"
"429",101.055044352087,4.981694625,101.193608416693,4.861694625,"14","9"
"430",101.055044352087,4.861694625,101.193608416693,4.741694625,"15","9"
"431",101.055044352087,4.741694625,101.193608416693,4.621694625,"16","9"
"432",101.055044352087,4.621694625,101.193608416693,4.501694625,"17","9"
"433",101.055044352087,4.501694625,101.193608416693,4.381694625,"18","9"
"434",101.055044352087,4.381694625,101.193608416693,4.261694625,"19","9"
"435",101.055044352087,4.261694625,101.193608416693,4.141694625,"20","9"
"436",101.055044352087,4.141694625,101.193608416693,4.021694625,"21","9"
"437",101.055044352087,4.021694625,101.193608416693,3.901694625,"22","9"
"438",101.055044352087,3.901694625,101.193608416693,3.781694625,"23","9"
"439",101.055044352087,3.781694625,101.193608416693,3.661694625,"24","9"
"440",101.055044352087,3.661694625,101.193608416693,3.541694625,"25","9"
"441",101.055044352087,3.541694625,101.193608416693,3.421694625,"26","9"
"442",101.055044352087,3.421694625,101.193608416693,3.301694625,"27","9"
"469",101.158967400541,5.761694625,101.297531465147,5.641694625,"8","10"
"470",101.158967400541,5.641694625,101.297531465147,5.521694625,"9","10"
"471",101.158967400541,5.521694625,101.297531465147,5.401694625,"10","10"
"472",101.158967400541,5.401694625,101.297531465147,5.281694625,"11","10"
"473",101.158967400541,5.281694625,101.297531465147,5.161694625,"12","10"
"474",101.158967400541,5.161694625,101.297531465147,5.041694625,"13","10"
"475",101.158967400541,5.041694625,101.297531465147,4.921694625,"14","10"
"476",101.158967400541,4.921694625,101.297531465147,4.801694625,"15","10"
"477",101.158967400541,4.801694625,101.297531465147,4.681694625,"16","10"
"478",101.158967400541,4.681694625,101.297531465147,4.561694625,"17","10"
"479",101.158967400541,4.561694625,101.297531465147,4.441694625,"18","10"
"480",101.158967400541,4.441694625,101.297531465147,4.321694625,"19","10"
"481",101.158967400541,4.321694625,101.297531465147,4.201694625,"20","10"
"482",101.158967400541,4.201694625,101.297531465147,4.081694625,"21","10"
"483",101.158967400541,4.081694625,101.297531465147,3.961694625,"22","10"
"484",101.158967400541,3.961694625,101.297531465147,3.841694625,"23","10"
"485",101.158967400541,3.841694625,101.297531465147,3.721694625,"24","10"
"486",101.158967400541,3.721694625,101.297531465147,3.601694625,"25","10"
"487",101.158967400541,3.601694625,101.297531465147,3.481694625,"26","10"
"488",101.158967400541,3.481694625,101.297531465147,3.361694625,"27","10"
"489",101.158967400541,3.361694625,101.297531465147,3.241694625,"28","10"
"491",101.158967400541,3.121694625,101.297531465147,3.001694625,"30","10"
"492",101.158967400541,3.001694625,101.297531465147,2.881694625,"31","10"
"493",101.158967400541,2.881694625,101.297531465147,2.761694625,"32","10"
"514",101.262890448995,5.821694625,101.401454513601,5.701694625,"7","11"
"515",101.262890448995,5.701694625,101.401454513601,5.581694625,"8","11"
"516",101.262890448995,5.581694625,101.401454513601,5.461694625,"9","11"
"517",101.262890448995,5.461694625,101.401454513601,5.341694625,"10","11"
"518",101.262890448995,5.341694625,101.401454513601,5.221694625,"11","11"
"519",101.262890448995,5.221694625,101.401454513601,5.101694625,"12","11"
"520",101.262890448995,5.101694625,101.401454513601,4.981694625,"13","11"
"521",101.262890448995,4.981694625,101.401454513601,4.861694625,"14","11"
"522",101.262890448995,4.861694625,101.401454513601,4.741694625,"15","11"
"523",101.262890448995,4.741694625,101.401454513601,4.621694625,"16","11"
"524",101.262890448995,4.621694625,101.401454513601,4.501694625,"17","11"
"525",101.262890448995,4.501694625,101.401454513601,4.381694625,"18","11"
"526",101.262890448995,4.381694625,101.401454513601,4.261694625,"19","11"
"527",101.262890448995,4.261694625,101.401454513601,4.141694625,"20","11"
"528",101.262890448995,4.141694625,101.401454513601,4.021694625,"21","11"
"529",101.262890448995,4.021694625,101.401454513601,3.901694625,"22","11"
"530",101.262890448995,3.901694625,101.401454513601,3.781694625,"23","11"
"531",101.262890448995,3.781694625,101.401454513601,3.661694625,"24","11"
"532",101.262890448995,3.661694625,101.401454513601,3.541694625,"25","11"
"533",101.262890448995,3.541694625,101.401454513601,3.421694625,"26","11"
"534",101.262890448995,3.421694625,101.401454513601,3.301694625,"27","11"
"535",101.262890448995,3.301694625,101.401454513601,3.181694625,"28","11"
"536",101.262890448995,3.181694625,101.401454513601,3.061694625,"29","11"
"537",101.262890448995,3.061694625,101.401454513601,2.941694625,"30","11"
"538",101.262890448995,2.941694625,101.401454513601,2.821694625,"31","11"
"539",101.262890448995,2.821694625,101.401454513601,2.701694625,"32","11"
"560",101.36681349745,5.881694625,101.505377562055,5.761694625,"7","12"
"561",101.36681349745,5.761694625,101.505377562055,5.641694625,"8","12"
"562",101.36681349745,5.641694625,101.505377562055,5.521694625,"9","12"
"563",101.36681349745,5.521694625,101.505377562055,5.401694625,"10","12"
"564",101.36681349745,5.401694625,101.505377562055,5.281694625,"11","12"
"565",101.36681349745,5.281694625,101.505377562055,5.161694625,"12","12"
"566",101.36681349745,5.161694625,101.505377562055,5.041694625,"13","12"
"567",101.36681349745,5.041694625,101.505377562055,4.921694625,"14","12"
"568",101.36681349745,4.921694625,101.505377562055,4.801694625,"15","12"
"569",101.36681349745,4.801694625,101.505377562055,4.681694625,"16","12"
"570",101.36681349745,4.681694625,101.505377562055,4.561694625,"17","12"
"571",101.36681349745,4.561694625,101.505377562055,4.441694625,"18","12"
"572",101.36681349745,4.441694625,101.505377562055,4.321694625,"19","12"
"573",101.36681349745,4.321694625,101.505377562055,4.201694625,"20","12"
"574",101.36681349745,4.201694625,101.505377562055,4.081694625,"21","12"
"575",101.36681349745,4.081694625,101.505377562055,3.961694625,"22","12"
"576",101.36681349745,3.961694625,101.505377562055,3.841694625,"23","12"
"577",101.36681349745,3.841694625,101.505377562055,3.721694625,"24","12"
"578",101.36681349745,3.721694625,101.505377562055,3.601694625,"25","12"
"579",101.36681349745,3.601694625,101.505377562055,3.481694625,"26","12"
"580",101.36681349745,3.481694625,101.505377562055,3.361694625,"27","12"
"581",101.36681349745,3.361694625,101.505377562055,3.241694625,"28","12"
"582",101.36681349745,3.241694625,101.505377562055,3.121694625,"29","12"
"583",101.36681349745,3.121694625,101.505377562055,3.001694625,"30","12"
"584",101.36681349745,3.001694625,101.505377562055,2.881694625,"31","12"
"585",101.36681349745,2.881694625,101.505377562055,2.761694625,"32","12"
"586",101.36681349745,2.761694625,101.505377562055,2.641694625,"33","12"
"605",101.470736545904,5.941694625,101.609300610509,5.821694625,"6","13"
"606",101.470736545904,5.821694625,101.609300610509,5.701694625,"7","13"
"607",101.470736545904,5.701694625,101.609300610509,5.581694625,"8","13"
"608",101.470736545904,5.581694625,101.609300610509,5.461694625,"9","13"
"609",101.470736545904,5.461694625,101.609300610509,5.341694625,"10","13"
"610",101.470736545904,5.341694625,101.609300610509,5.221694625,"11","13"
"611",101.470736545904,5.221694625,101.609300610509,5.101694625,"12","13"
"612",101.470736545904,5.101694625,101.609300610509,4.981694625,"13","13"
"613",101.470736545904,4.981694625,101.609300610509,4.861694625,"14","13"
"614",101.470736545904,4.861694625,101.609300610509,4.741694625,"15","13"
"615",101.470736545904,4.741694625,101.609300610509,4.621694625,"16","13"
"616",101.470736545904,4.621694625,101.609300610509,4.501694625,"17","13"
"617",101.470736545904,4.501694625,101.609300610509,4.381694625,"18","13"
"618",101.470736545904,4.381694625,101.609300610509,4.261694625,"19","13"
"619",101.470736545904,4.261694625,101.609300610509,4.141694625,"20","13"
"620",101.470736545904,4.141694625,101.609300610509,4.021694625,"21","13"
"621",101.470736545904,4.021694625,101.609300610509,3.901694625,"22","13"
"622",101.470736545904,3.901694625,101.609300610509,3.781694625,"23","13"
"623",101.470736545904,3.781694625,101.609300610509,3.661694625,"24","13"
"624",101.470736545904,3.661694625,101.609300610509,3.541694625,"25","13"
"625",101.470736545904,3.541694625,101.609300610509,3.421694625,"26","13"
"626",101.470736545904,3.421694625,101.609300610509,3.301694625,"27","13"
"627",101.470736545904,3.301694625,101.609300610509,3.181694625,"28","13"
"628",101.470736545904,3.181694625,101.609300610509,3.061694625,"29","13"
"629",101.470736545904,3.061694625,101.609300610509,2.941694625,"30","13"
"630",101.470736545904,2.941694625,101.609300610509,2.821694625,"31","13"
"631",101.470736545904,2.821694625,101.609300610509,2.701694625,"32","13"
"632",101.470736545904,2.701694625,101.609300610509,2.581694625,"33","13"
"651",101.574659594358,6.001694625,101.713223658963,5.881694625,"6","14"
"652",101.574659594358,5.881694625,101.713223658963,5.761694625,"7","14"
"653",101.574659594358,5.761694625,101.713223658963,5.641694625,"8","14"
"654",101.574659594358,5.641694625,101.713223658963,5.521694625,"9","14"
"655",101.574659594358,5.521694625,101.713223658963,5.401694625,"10","14"
"656",101.574659594358,5.401694625,101.713223658963,5.281694625,"11","14"
"657",101.574659594358,5.281694625,101.713223658963,5.161694625,"12","14"
"658",101.574659594358,5.161694625,101.713223658963,5.041694625,"13","14"
"659",101.574659594358,5.041694625,101.713223658963,4.921694625,"14","14"
"660",101.574659594358,4.921694625,101.713223658963,4.801694625,"15","14"
"661",101.574659594358,4.801694625,101.713223658963,4.681694625,"16","14"
"662",101.574659594358,4.681694625,101.713223658963,4.561694625,"17","14"
"663",101.574659594358,4.561694625,101.713223658963,4.441694625,"18","14"
"664",101.574659594358,4.441694625,101.713223658963,4.321694625,"19","14"
"665",101.574659594358,4.321694625,101.713223658963,4.201694625,"20","14"
"666",101.574659594358,4.201694625,101.713223658963,4.081694625,"21","14"
"667",101.574659594358,4.081694625,101.713223658963,3.961694625,"22","14"
"668",101.574659594358,3.961694625,101.713223658963,3.841694625,"23","14"
"669",101.574659594358,3.841694625,101.713223658963,3.721694625,"24","14"
"670",101.574659594358,3.721694625,101.713223658963,3.601694625,"25","14"
"671",101.574659594358,3.601694625,101.713223658963,3.481694625,"26","14"
"672",101.574659594358,3.481694625,101.713223658963,3.361694625,"27","14"
"673",101.574659594358,3.361694625,101.713223658963,3.241694625,"28","14"
"674",101.574659594358,3.241694625,101.713223658963,3.121694625,"29","14"
"675",101.574659594358,3.121694625,101.713223658963,3.001694625,"30","14"
"676",101.574659594358,3.001694625,101.713223658963,2.881694625,"31","14"
"677",101.574659594358,2.881694625,101.713223658963,2.761694625,"32","14"
"678",101.574659594358,2.761694625,101.713223658963,2.641694625,"33","14"
"679",101.574659594358,2.641694625,101.713223658963,2.521694625,"34","14"
"698",101.678582642812,5.821694625,101.817146707418,5.701694625,"7","15"
"699",101.678582642812,5.701694625,101.817146707418,5.581694625,"8","15"
"700",101.678582642812,5.581694625,101.817146707418,5.461694625,"9","15"
"701",101.678582642812,5.461694625,101.817146707418,5.341694625,"10","15"
"702",101.678582642812,5.341694625,101.817146707418,5.221694625,"11","15"
"703",101.678582642812,5.221694625,101.817146707418,5.101694625,"12","15"
"704",101.678582642812,5.101694625,101.817146707418,4.981694625,"13","15"
"705",101.678582642812,4.981694625,101.817146707418,4.861694625,"14","15"
"706",101.678582642812,4.861694625,101.817146707418,4.741694625,"15","15"
"707",101.678582642812,4.741694625,101.817146707418,4.621694625,"16","15"
"708",101.678582642812,4.621694625,101.817146707418,4.501694625,"17","15"
"709",101.678582642812,4.501694625,101.817146707418,4.381694625,"18","15"
"710",101.678582642812,4.381694625,101.817146707418,4.261694625,"19","15"
"711",101.678582642812,4.261694625,101.817146707418,4.141694625,"20","15"
"712",101.678582642812,4.141694625,101.817146707418,4.021694625,"21","15"
"713",101.678582642812,4.021694625,101.817146707418,3.901694625,"22","15"
"714",101.678582642812,3.901694625,101.817146707418,3.781694625,"23","15"
"715",101.678582642812,3.781694625,101.817146707418,3.661694625,"24","15"
"716",101.678582642812,3.661694625,101.817146707418,3.541694625,"25","15"
"717",101.678582642812,3.541694625,101.817146707418,3.421694625,"26","15"
"718",101.678582642812,3.421694625,101.817146707418,3.301694625,"27","15"
"719",101.678582642812,3.301694625,101.817146707418,3.181694625,"28","15"
"720",101.678582642812,3.181694625,101.817146707418,3.061694625,"29","15"
"721",101.678582642812,3.061694625,101.817146707418,2.941694625,"30","15"
"722",101.678582642812,2.941694625,101.817146707418,2.821694625,"31","15"
"723",101.678582642812,2.821694625,101.817146707418,2.701694625,"32","15"
"724",101.678582642812,2.701694625,101.817146707418,2.581694625,"33","15"
"725",101.678582642812,2.581694625,101.817146707418,2.461694625,"34","15"
"744",101.782505691266,5.881694625,101.921069755872,5.761694625,"7","16"
"745",101.782505691266,5.761694625,101.921069755872,5.641694625,"8","16"
"746",101.782505691266,5.641694625,101.921069755872,5.521694625,"9","16"
"747",101.782505691266,5.521694625,101.921069755872,5.401694625,"10","16"
"748",101.782505691266,5.401694625,101.921069755872,5.281694625,"11","16"
"749",101.782505691266,5.281694625,101.921069755872,5.161694625,"12","16"
"750",101.782505691266,5.161694625,101.921069755872,5.041694625,"13","16"
"751",101.782505691266,5.041694625,101.921069755872,4.921694625,"14","16"
"752",101.782505691266,4.921694625,101.921069755872,4.801694625,"15","16"
"753",101.782505691266,4.801694625,101.921069755872,4.681694625,"16","16"
"754",101.782505691266,4.681694625,101.921069755872,4.561694625,"17","16"
"755",101.782505691266,4.561694625,101.921069755872,4.441694625,"18","16"
"756",101.782505691266,4.441694625,101.921069755872,4.321694625,"19","16"
"757",101.782505691266,4.321694625,101.921069755872,4.201694625,"20","16"
"758",101.782505691266,4.201694625,101.921069755872,4.081694625,"21","16"
"759",101.782505691266,4.081694625,101.921069755872,3.961694625,"22","16"
"760",101.782505691266,3.961694625,101.921069755872,3.841694625,"23","16"
"761",101.782505691266,3.841694625,101.921069755872,3.721694625,"24","16"
"762",101.782505691266,3.721694625,101.921069755872,3.601694625,"25","16"
"763",101.782505691266,3.601694625,101.921069755872,3.481694625,"26","16"
"764",101.782505691266,3.481694625,101.921069755872,3.361694625,"27","16"
"765",101.782505691266,3.361694625,101.921069755872,3.241694625,"28","16"
"766",101.782505691266,3.241694625,101.921069755872,3.121694625,"29","16"
"767",101.782505691266,3.121694625,101.921069755872,3.001694625,"30","16"
"768",101.782505691266,3.001694625,101.921069755872,2.881694625,"31","16"
"769",101.782505691266,2.881694625,101.921069755872,2.761694625,"32","16"
"770",101.782505691266,2.761694625,101.921069755872,2.641694625,"33","16"
"771",101.782505691266,2.641694625,101.921069755872,2.521694625,"34","16"
"772",101.782505691266,2.521694625,101.921069755872,2.401694625,"35","16"
"773",101.782505691266,2.401694625,101.921069755872,2.281694625,"36","16"
"788",101.88642873972,6.061694625,102.024992804326,5.941694625,"5","17"
"789",101.88642873972,5.941694625,102.024992804326,5.821694625,"6","17"
"790",101.88642873972,5.821694625,102.024992804326,5.701694625,"7","17"
"791",101.88642873972,5.701694625,102.024992804326,5.581694625,"8","17"
"792",101.88642873972,5.581694625,102.024992804326,5.461694625,"9","17"
"793",101.88642873972,5.461694625,102.024992804326,5.341694625,"10","17"
"794",101.88642873972,5.341694625,102.024992804326,5.221694625,"11","17"
"795",101.88642873972,5.221694625,102.024992804326,5.101694625,"12","17"
"796",101.88642873972,5.101694625,102.024992804326,4.981694625,"13","17"
"797",101.88642873972,4.981694625,102.024992804326,4.861694625,"14","17"
"798",101.88642873972,4.861694625,102.024992804326,4.741694625,"15","17"
"799",101.88642873972,4.741694625,102.024992804326,4.621694625,"16","17"
"800",101.88642873972,4.621694625,102.024992804326,4.501694625,"17","17"
"801",101.88642873972,4.501694625,102.024992804326,4.381694625,"18","17"
"802",101.88642873972,4.381694625,102.024992804326,4.261694625,"19","17"
"803",101.88642873972,4.261694625,102.024992804326,4.141694625,"20","17"
"804",101.88642873972,4.141694625,102.024992804326,4.021694625,"21","17"
